,TEMA,TEXT
6230,mundo,"Un hombre alemán de 62 años ha sido vacunado 217 veces contra la covid, a pesar de que había recibido el consejo de los médicos de no hacerlo, según informa el último número de la revista The Lancet Infectious Diseases. Las vacunas fueron compradas y administradas en forma privada durante un periodo de 29 meses, y todo indica que el hombre, cuya identidad no se revela, no sufrió ningún efecto, según una investigación del caso de la Universidad de Erlangen-Nuremberg. Claudi Alsina: ""Hay matemáticos hasta fabricando las vacunas"" ""Nos enteramos de su caso a través de artículos periodísticos. Después nos pusimos en contacto con él y le invitamos a someterse a varias pruebas en Erlangen. Estaba muy interesado en hacerlo"", dijo Kilian Schober, del departamento de microbiología de la universidad alemana, donde los expertos le tomaron muestras de sangre y saliva  ""Pudimos tomar muestras de sangre nosotros mismos cuando el hombre recibió otra vacuna durante el estudio por su insistencia. Pudimos utilizar estas muestras para determinar exactamente cómo reacciona el sistema inmunológico a la vacuna"", explicó Schober. A Schober le preocupaba que la estimulación excesiva del sistema inmunológico con dosis repetidas pudiera causar fatiga en las células, pero no se encontró evidencia de esta situación en el hombre y no había señales de que alguna vez hubiera estado infectado con covid. Los expertos resaltaron que no respaldan que una persona se vacune tantas veces como estrategia para mejorar la inmunidad. Los resultados de las pruebas realizadas a este hombre fueron insuficientes para sacar conclusiones de gran alcance, y mucho menos para hacer recomendaciones para el público, según los expertos. ""Las investigaciones actuales indican que una vacuna de tres dosis, junto con vacunas complementarias periódicas para los grupos vulnerables, sigue siendo el enfoque preferido"", indicó la universidad."
6231,deporte-general,"La Fiscalía de Madrid solicita cuatro años y nueve meses de prisión para el técnico del Real Madrid Carlo Ancelotti por supuestamente haber defraudado a Hacienda más de un millón de euros en los ejercicios fiscales de 2014 (386.361 euros) y 2015 (675.718 euros).  Según ha informado el Ministerio Público este miércoles, la Fiscalía le imputa dos delitos contra la Hacienda Pública, ya que a pesar de que Ancelotti afirmó que era residente en España a efectos fiscales y reflejó que su domicilio estaba en Madrid, solo consignó en sus declaraciones de la renta las retribuciones de trabajo personal percibidas del Real Madrid y omitió el rendimiento correspondiente a la explotación de sus derechos de imagen que había cedido a otras entidades.  En su escrito la Fiscalía subraya que ""con el fin de eludir la tributación por los rendimientos de dichos derechos de imagen"", tanto los recibidos por el Real Madrid como de otras marcas por eventos varios, el técnico acudió a un ""complejo"" y ""confuso"" entramado de fideicomisos y sociedades interpuestas para canalizar el cobro de los derechos de imagen."
6232,a-marina,"El Gobierno Central anunció la apertura de una línea de ayudas a la que podrán acogerse afectados por el incendio de Trabada, originado el 12 de octubre del año pasado, y que afectó también a numerosas hectáreas de monte que están ubicadas en el municipio de Ribadeo. Estas ayudas estarán gestionadas a través del Ministerio del Interior y se encajan dentro de las que se habilitan para Zonas afectadas gravemente por una emergencia de protección civil (ZAEPC), donde encaja el incendio originado en Trabada ""por su magnitud"", según recoge el propio ministerio. En cuanto a la habilitación de las ayudas a las que se podrá acceder, Interior apunta que se abrieron porque el incendio tuvo una magnitud importante y para su recuperación la Administración General del Estado abre esta iniciativa creada ""sin necesidad de disponer de una evaluación de daños y a la vista de la información disponible, y en aquellos casos en los que es manifiesto que los afectados padecieron o siguen padeciendo los efectos"" del incendio. Destinatarios variados En cuanto a los destinatarios de las mismas, son muy variados. Unas van dirigidas a las comunidades de propietarios a las que se cubrirá con hasta un 50% de los daños que tuvieran hasta un máximo de 9.224 euros. También se ayudará a particulares que aportasen bienes personales en la lucha contra el fuego. Ribadeo suma desde junio 445 habitantes y alcanza los 10.141 Otros destinatarios serán los propietarios de explotaciones agrarias o concellos, a los que se abonarán actuaciones que tuviesen que acometer de forma inaplazable entre un 50 y un 100% del coste que tuviesen, en función de cada caso. En ese último apartado, en la comarca mariñana fueron varios los concellos que realizaron aportaciones al margen de Trabada y Ribadeo.  Otros ministerios También se dio luz verde en el Consejo de Ministros a propuesta del Ministerio del Interior a la posibilidad de adoptar otras medidas de ayuda condicionadas a lo que establezcan las órdenes ministeriales dictadas por cada departamento competente para desarrollarlas. En este punto, se contemplan beneficios fiscales a afectados, ya que desde el Ministerio de Hacienda se concretará la exención del Ibi así como la reducción de la cota del Impuesto sobre Actividades Económicas (IAE), que como es habitual estarán exentas del impuesto de la renta sobre las personas físicas (IRPF). Vilar concentra unos 400 empleos y es un gran foco de atracción para Ribadeo Otras ayudas contempladas las incorporará el Ministerio de Política Territorial, que subvencionará a los concellos con hasta un 50% en los proyectos que realicen para reparar instalaciones y equipamientos municipales en daños en infraestructuras públicas o que sean de dominio público."
6233,lugo,"Un ciudadano de Lugo será juzgado próximamente por la Audiencia Provincial por dos delitos de agresión sexual supuestamente cometidos contra un chico de 15 años con el que contactó por un aplicación de encuentros. La Fiscalía solicita para él una pena de veinte años de prisión, diez por cada uno de los delitos. Los hechos que relata el ministerio público en su escrito de acusación sucedieron a principios del año 2022, cuando el acusado tenía 31 años. Los dos implicados en los hechos se conocieron a través de Grindr, que se presenta como ""la aplicación de citas gratuita al servicio de la comunidad LGBTQ líder en el mundo. Si eres gay, bisexual, transexual, queer o simplemente tienes curiosidad, Grindr es la mejor forma y la más fácil de conocer personas nuevas para tener amistades, encuentros, citas o lo que sea que estés buscando"". Se supone que hay que ser mayor de edad para poder abrir un perfil en esta aplicación, aunque siempre ha recibido duras críticas por la facilidad para burlar sus filtros de seguridad. Tras mantener varias conversaciones entre ambos a través de la aplicación, señala la Fiscalía, acordaron concertar un encuentro en persona. El lugar elegido para la cita fue la estación de autobuses de Lugo. Sin embargo, una vez que se conocieron, se desplazaron hasta el domicilio del ahora acusado, situado en la calle San Roque. En busca y captura el lucense que afronta dos años por abusar de su compañera de piso Allí, el procesado mantuvo un encuentro sexual completo, con penetración anal mutua, con el chico, pese a que el hombre era consciente de la edad, en opinión del ministerio público, tanto porque se lo había confesado el chaval como la apariencia física del mismo. No fue, sin embargo, la última vez, ya ambos mantuvieron el contacto por Whatsapp y quedaron para verse de nuevo. Una vez más, mantuvieron relaciones sexuales completas en el domicilio del procesado. Estos hechos constituyen para la acusación pública dos delitos de agresión sexual contra una persona menor de 16 años, y el fiscal reclama diez años de prisión por cada uno de ellos. Además, considera que una vez que cumpla la pena debe pasar a situación de libertad vigilada durante otros 16 años. Incluye la prohibición de que pueda ejercer la patria potestad o la tutela durante cuatro años y que sea inhabilitado durante 25 años para cualquier profesión o actividad, retribuida o no, que conlleve contacto regular y directo con menores de edad. A prisión e investigado por agresión sexual el hombre que robó una furgoneta con un bebé dentro El escrito de acusación también solicita al tribunal de la Audiencia que, en caso de condena, sustituya esta por la expulsión del país del acusado, dado que no tiene la nacionalidad española, durante un periodo mínimo de diez años. Eso sí, razona que en atención a la gravedad de los hechos esta expulsión del país no se haga efectiva hasta que el acusado, si es sentenciado, no haya pasado en prisión dos tercios de la condena. Reclama, además, que si hay sentencia condenatoria el ingreso en prisión se produzca de manera inmediata."
6234,galicia,"Una mujer murió y otras cinco personas tuvieron que ser rescatadas después de un incendio en una vivienda unifamiliar en Aldea de Arriba, en el municipio coruñés de Bergondo.  Según informó el 112, en el incendio perdió la vida una persona que estaba enferma y yacía en una cama sin posibilidad de moverse. Los rescatados, entre los que había un menor de edad, subieron al tejado para ponerse a salvo mientras llegaban los servicios de emergencias. Desde allí alertaron de la situación crítica, con las llamas en la casa y una persona enferma en el interior de la vivienda.  Muere un hombre en el interior de su vivienda en Arteixo Las cinco personas que lograron subir al tejado fueron rescatadas ilesas, mientras que el personal de emergencias encontró en el interior del inmueble el cadáver del sexto ocupante de la vivienda.  Hasta el lugar de los hechos se trasladaron los bomberos de Betanzos, Urxencias Sanitarias de Galicia, Protección Civil de Bergondo y agentes de la Guardia Civil. "
6235,mundo,"El supermartes, la jornada más importante del proceso de primarias de los dos grandes partidos de Estados Unidos, dejó claro que el republicano Donald Trump y el presidente demócrata, Joe Biden, serán los nominados de sus partidos para disputar las elecciones generales de noviembre, que apuntan a una contienda bronca y que puede decidirse con márgenes muy estrechos. Trump, el único contendiente de primarias con una rival sustantiva, demostró este martes que la exembajadora de la Onu, Nikki Haley, difícilmente podrá competir contra él en la convención republicana de julio al superar este martes los 900 delegados y acercarse irremediablemente a los 1.215 que aseguran la nominación. Haley acumula 53 delegados y solo ha conseguido imponerse a Trump en el estado de Vermont y el Distrito de Columbia, con lo que, si la tendencia se mantiene, el magnate neoyorquino podría proclamarse ganador matemáticamente la semana que viene. El Supremo rechaza el fallo de Colorado y autoriza a Trump a presentarse a las primarias Trump se hizo esta noche con las dos grandes cestas de delegados: la mayoría de los 161 delegados de Texas, al obtener el 78 % de los votos, y con los 169 de California, con más del 70 % del escrutinio. En otros estados del sur Trump mantuvo unos márgenes abismales, con el 84 % de Alabama o el 77 % de Arkansas, mientras que en estados clave en noviembre como Virginia (63 %), Carolina del Norte (75 %) o Minnesota (68 %), marca un dominio entre los conservadores de Estados Unidos inédito en décadas. Puntos débiles de Trump  No obstante, los resultados muestran también los puntos débiles de Trump, que tiene frente a él en estados como Colorado o Virginia -más urbanos, moderados y diversos- a un tercio del electorado conservador, un porcentaje que es incluso más abultado entre las mujeres. La últimas encuestas dan mejores resultados a Haley en una hipotética contienda presidencial contra Biden, frente a la intención de voto para Trump, algo que demuestra que hay gran número de indecisos a ocho meses de las elecciones y que si quiere ganar el expresidente republicano debe atraer a un electorado de centro, incluido el electorado afroamericano e hispano. No es la economía, estúpido  Pese a que Biden, que este martes dominó una primarias sin rivales de talla con porcentajes por encima del 80 % en casi todos los estados, encara la campaña con una buena situación económica en Estados Unidos, el presidente no parece que vaya a poder dar protagonismo al eslogan de Bill Clinton en la campaña de 1992. Trump ha conseguido poner en el centro del debate la inmigración y en su discurso de la victoria desde Mar-a-Lago (Florida) habló casi en exclusiva de ello, echando mano de bulos e imprecisiones sobre el influjo de inmigrantes indocumentados. ""Quieren fronteras abiertas y las fronteras abiertas van a destruir nuestro país. Necesitamos fronteras y necesitamos elecciones libres y justas"", afirmó el político de 77 años, quien a día de hoy sigue sembrando dudas sobre las presidenciales de 2020 que ganó Biden.  Satisfacción de Trump, alerta de Biden, silencio de Haley  El expresidente republicano consideró que los resultados de este martes son ""concluyentes"". En un discurso desde su mansión de Mar-a-Lago, sostuvo que la noche había sido ""increíble"" y subrayó que en estos último tres años, por culpa de su oponente, el país ha recibido ""una gran paliza"". Biden, por su parte, alertó de las consecuencias de que Trump siga ganando fuerza: ""Está impulsado por el resentimiento y el engaño, centrado en su propia venganza y retribución, no en el pueblo estadounidense. Está decidido a destruir nuestra democracia"", dijo de este, apuntando que el voto demócrata apuesta por un EE.UU. ""libre y justo"". Quien no se pronunció fue la exembajadora de Estados Unidos ante la ONU Nikki Haley, la única que queda en la liza republicana contra Trump, que el fin de semana se impuso en el Distrito de Columbia y que este martes se anotó su única victoria en Vermont, estado que asigna 17 delegados republicanos.  Gaza, talón de Aquiles de Biden  Biden vislumbró este martes el impacto que puede tener en noviembre el voto de castigo por su apoyo a Israel y su tibia condena a la ofensiva de ese país sobre la Franja de Gaza. La papeleta en blanco se colocó en segundo lugar en estados como Alabama o Tennessee, con porcentajes preliminares que en el primer caso llegaron al 5,7 % y en el segundo al 10,1 % y que se suman al 13 % de estados como Michigan, con un alto porcentaje de población árabe, en las primarias de la semana pasada. Además, como pudo constatar Efe en los centros de votación este supermartes, la apatía de los jóvenes en este proceso de primarias a la hora de movilizarse por el octogenario presidente se hace patente en las urnas y puede repetirse en noviembre."
6236,espana,"CC OO Sanidad Madrid ha denunciado ante la Inspección de Trabajo a la Orden de San Juan de Dios, propietaria y gestora del Hospital Fundación Instituto San José, por una posible infracción de la normativa en prevención de riesgos laborales tras la muerte de un trabajador de este centro horas después de haber sido agredido por un interno.  Los hechos ocurrieron el pasado día 15 de febrero en la residencia para personas con Discapacidad Intelectual San Nicolás de la Fundación San José, para personas con discapacidad psíquica, cuando el trabajador, un técnico en cuidados auxiliares de enfermería (TCAE) de 57 años, fue agredido en el turno de tarde por un residente.  Según el testimonio de los testigos trasladado por la organización sindical, el paciente cogió por los hombros al trabajador y le propinó una fuerte patada en los testículos con el pie desde abajo. El trabajador cayó al suelo lateralmente y se quedó pálido sin poder moverse unos instantes.  Fruto de esta agresión, registrada sobre las 17.30 horas, el técnico permaneció tumbado en la enfermería del centro hasta las siete de la tarde y después se le facilitó un parte de asistencia a la mutua al tratarse de un accidente laboral en su centro de trabajo.  Posteriormente, y ya fuera de las instalaciones de la empresa, el trabajador falleció. Se está a la espera del resultado de la autopsia para determinar las causas de la muerte y la existencia o no de causalidad entre la agresión y el deceso.  La dirección de la Fundación Instituto San José envió una comunicación interna a trabajadores y pacientes al día siguiente de los hechos lamentando lo sucedido. ""Por ahora, no hay datos que demuestren una interrelación entre el fallecimiento y el incidente"", se lee en la misma.  El sanitario llevaba diez años en la fundación, donde además trabajan varios de sus familiares. ""Todos los que formamos parte de la casa, queremos mostrar nuestras condolencias a todos sus seres queridos y familiares, así como nuestro apoyo al equipo de San Nicolás, que sufre esta triste pérdida"", se indica en el texto, al que tuvo acceso Europa Press.  El sindicato ha puesto los hechos en conocimiento de la Inspección de Trabajo al considerar que no se aplicaron los protocolos de agresión en el entorno laboral, que la empresa no adoptó las medidas preventivas adecuadas, y que el trabajador fallecido, así como el resto de los profesionales, no cuentan con la formación suficiente y adecuada para enfrentarse a circunstancias como esta. A la espera de lo que determine la autopsia, la organización sindical denuncia ""la posible existencia de responsabilidad empresarial, ya que en este accidente mortal existe una relación directa de causalidad entre las lesiones sufridas por este trabajador y la infracción del ordenamiento vigente en materia de seguridad y salud""."
6237,galicia,"El conocido escritor Suso de Toro (Santiago, 1956), uno de los más leídos de Galicia, incendió el domingo las redes sociales al publicar un polémico mensaje en X —lo que antes era Twitter— en el que quería denunciar la situación que se vive en Gaza, pero cuya redacción provocó muchas reacciones, la mayoría muy críticas con él porque justificaba el Holocausto.  ""Al final los sionistas con su crueldad sin límites nos convencen de que, después de todo, los nazis no eran tan malos. Tantas películas de Auschwitz y resulta que Gaza es peor. Que empiecen Spielberg y Polansky a hacer la película. ¿La harán? Ah, no, que no conviene a Israel..."", publicó. Corrijo este tuit, está mal redactado. Una maldad no tapa la otra. La intención era denunciar el genocidio palestino, no justificar el de los judìos europeos evidentemente. Cualquiera que siga mis cuentas lo sabe. Como digo en el perfil , ""ás veces corrixo"". — Suso De Toro (@SusodeToro1) March 4, 2024 Ante la oleada de críticas, algunas desde el ámbito político recordándole su vinculación al BNG, del que llegó a ser candidato, el propio autor rectificó: ""Corrijo este tuit, está mal redactado. Una maldad no tapa la otra. La intención era denunciar el genocidio palestino, no justificar el de los judíos europeos evidentemente. Cualquiera que siga mis cuentas lo sabe. Como digo en el perfil, ""ás veces corrixo"", escribió en X."
6238,deporte-general,"El París Saint Germain, liderado por un magnífico Kylian Mbappe, autor de los dos tantos del partido, dejó clara su candidatura al título de Champions, después de no dar ni media opción a la Real Sociedad en su estadio. El equipo vasco se topó con la cruda realidad de la superioridad del cuadro francés y sobre todo de Kylian Mbappe, protagonista imprescindible del choque que demostró una vez más su clase y sus cualidades para liquidar el sueño donostiarra. El encuentro comenzó muy vibrante, con dos equipos decididos a tratar de meter el primer gol del partido. La Real, con el sueño de remontar la eliminatoria tras el 2-0 encajado en el Parque de los Príncipes y el conjunto parisino, con ganas de sentenciar cuanto antes la eliminatoria. Así llegó la primera ocasión para el PSG, con una acción individual de Kylian Mbappé sobre Hamari Traoré en velocidad, que asistió a Bradley Barcola, cuyo disparo fue abortado por el meta de la Real, Álex Remiro. Se quedó con ganas el capitán parisino. Pero ya no perdonó en la segunda que tuvo. Se hizo con un gran balón filtrado por Ousmane Dembélé que le permitió buscar el uno contra uno ante un Igor Zubeldia que poco pudo hacer para taponar un disparo medido a la esquina contraria de la portería del cuadro español. Merino, decepcionado, cree que Mbappé ha sido determinante en la eliminatoria Mbappé, uno de los mejores jugadores del mundo en la actualidad, saltó al césped decidido a intentar finiquitar la eliminatoria en los primeros 45 minutos, y protagonizó otra llegada con peligro del PSG. Se presentó desde la derecha con un pase atrás de Barcola para que fusilase el líder del conjunto de Luis Enrique, pero salvó de manera casi milagrosa de nuevo Álex Remiro. La primera y única llegada de la Real en toda la primera parte llegó con una gran conducción de Takefusa Kubo, quien no se lo pensó dos veces y lanzó desde la frontal del área un disparo que se fue cerca de la escuadra de Gianluigi Donnarumma. Con el pitido final de Michael Oliver, ambos equipos embocaron el túnel de vestuarios con la clara sensación de que la eliminatoria estaba vista para sentencia. En la segunda parte, el PSG siguió a lo suyo, con una superioridad ante una Real que estuvo impotente durante gran parte del encuentro.  Algo que aprovechó un Mbappé que, de nuevo, volvió a demostrar por qué es deseado por media Europa. Un contraataque magnífico ante el que nada pudo hacer Remiro sentenció del todo la eliminatoria a favor del club parisino. Intentó reaccionar y acabar de manera digna el conjunto txuri urdin. Marcó, pero el gol de Ander Barrenetxea de cabeza a pase filtrado de Beñat Turrientes fue anulado por fuera de juego.  El equipo vasco no supera una eliminatoria desde agosto del 2014 ante el Aberdeen Le puso algo de picante al encuentro la entrada de Barrenetxea, quien propició mejores llegadas del conjunto txuri urdin a área rival, aunque un PSG en modo descanso solventó sin mayores preocupaciones las ocasiones realistas. La más clara para los de Imanol Alguacil llegó en el 79 de partido, de nuevo a través de las botas de Barrenetxea que, tras regatear, asistió a un Turrientes al que le detuvo el lanzamiento un gran Donnarumma. Con esa inercia consiguió maquillar el resultado al Real, a base de empuje para darle al menos una pequeña alegría a su afición. Mikel Merino, que lucía el brazalete de capitán tras la salida de Mikel Oyarzabal, salvó el honor donostiarra. La Real se despide de una Liga de Campeones en la que fue claramente de más a menos, mientras que el camino del PSG es todo lo contrario y ya espera rival en cuartos de final. Continúa así la maldición del conjunto txuri urdin en Europa, donde no supera una eliminatoria desde agosto del 2014 ante el Aberdeen. Ficha técnica 1 - Real Sociedad: Remiro; Traoré, Zubeldia (Pacheco, m.76), Le Normand, Galán; Zubimendi (Olasagasti, m.83), Merino, Brais (Turrientes, m.61); Kubo, Oyarzabal (Silva, m.77) y Becker (Barrenetxea, m.61). 2 - PSG: Donnarumma; Hakimi (Soler, m.82), Hernández, Beraldo, Mendes (Mukiele, m.61); Zaire-Emery, Vitinha, Fabian (Ugarte, m.77); Dembélé (Kolo Muani, m.82), Mbappé y Barcola (Kang-In Lee, m.46). Goles: 0-1, m.15: Mbappé; 0-2, m.56: Mbappé; 1-2, m.89: Merino. Árbitro: Michael Oliver (ENG). Amonestó a Kubo (42) y a Zubeldia (54), por la Real Sociedad; y a Mendes (28), a Hamiki (41) y Dembélé (45+4), por el PSG. Incidencias: Encuentro correspondiente a la vuelta de los octavos de final de la Liga de Campeones disputado en el Reale Arena ante 39.336 espectadores."
6239,espana,"A Luis Argüello, nuevo presidente de la Conferencia Episcopal Española (CEE), se le entiende perfectamente cuando habla. Este abogado de 70 años, profesor universitario y arzobispo de Valladolid se caracteriza por su sólida formación, palabra llana pero firme y mano tendida para un mensaje fundamentado en el humanismo y la justicia social. Argüello representa al sector conservador de la Iglesia en España frente a las posturas más progresistas y alineadas con el papa Francisco que encabeza el cardenal arzobispo de Madrid, José Cobo, que ha sido elegido vicepresidente de la CEE. En todos los actos y cargos desempeñados, ha dejado constancia del necesario papel de la Iglesia ante los nuevos desafíos del actual mundo globalizado y en varias ocasiones ha recordado a los políticos su obligación de representar a todos, al margen de sus votantes. Sobre el aborto y la eutanasia ha mostrado abiertamente su discrepancia. Yolanda Díaz le regaló al Papa una xilografía comprada en Lugo Mientras, por lo que respecta al escándalo de los abusos a menores en el seno de la Iglesia, Argüello siempre ha criticado que se ponga el foco únicamente en esta institución y no en otros sectores de la sociedad. No obstante, minutos después de ser elegido nuevo presidente de la Conferencia Episcopal Española, Luis Argüello, acompañado de José Cobo, salió a la calle a saludar a representantes de las víctimas de abusos sexuales en la Iglesia que se encontraban concentradas a las puertas de esta institución, con quienes acordó mantener algún encuentro en el futuro. Según detalló Cobo en declaraciones a los medios, el sentido de este gesto es ""recoger la protesta"" de quienes estaban a las puertas de la CEE y continuar en la línea en la que durante estos años trabaja la Iglesia española. ""Creo que nos hemos esforzado y estamos todavía en ello, en todo lo que significa la transparencia, el cambiar nuestra cultura y tener una voz de esperanza, poniendo la centralidad en la víctima, no tanto en los números ni en los datos, sino la centralidad de cada víctima y la escucha de cada víctima"", dijo Cobo. Ambos dirigentes de la CEE escucharon a los representantes de las asociaciones de víctimas y acordaron ""seguir quedando con ellos para que haya un diálogo fluido"", además de seguir trabajando en los protocolos. Las religiones minoritarias se consolidan cada vez más en Sarria En su primera rueda de prensa como presidente de la CEE, Argüello trasladó, además, su voluntad de colaborar con el Gobierno por el bien común, pero destacó que esa cooperación debe ser ""leal, respetuosa y crítica"". Insistió en la unidad de los obispos españoles y su vinculación con el papa Francisco y expresó la preocupación de la Iglesia con los problemas que vive la sociedad. Entre ellos, el nuevo presidente de la CEE citó ""las pobrezas materiales"", las dificultades de los jóvenes para acceder a un empleo y formar una familia ante los problemas de acceso a una vivienda o la realidad de los migrantes, en muchos casos —lamentó— ""jóvenes que deambulan por nuestras calles"". También destacó que la sociedad tiene el anhelo de encontrar fuentes para una ""regeneración ética"" y también espacios para ""propiciar encuentros y reconciliaciones"". Argüello fue elegido presidente de la CEE ayer en primera votación por mayoría absoluta (48 votos) de los obispos con derecho a voto (78 en total) reunidos en la asamblea plenaria, que designaron a José Cobo como vicepresidente. La nueva cara visible de la Iglesia es conocida por su afán de justicia social Conciliador y cercano, el nuevo presidente de la Iglesia Católica en España, Luis Argüello, fue nombrado arzobispo auxiliar de Valladolid en 2016 y en 2022, titular de la archidiócesis donde prácticamente ha desempeñado su trayectoria en todos los escalones: un todoterreno.  El arzobispo de Santiago apela a un ""pacto"" social ante el reto educativo No es nuevo en la CEE. Allí llegó en 2018 como secretario general y portavoz, hasta 2022, de la mano de Ricardo Blázquez, ahora arzobispo emérito de Valladolid y entonces presidente de los obispos españoles. En 2022, Argüello tuvo que renunciar al cargo un año antes de que venciera su mandato para suplir a su mentor, ya como titular de la archidiócesis. Menos de dos años ha tardado en retornar, ahora como máximo responsable y con todas las bendiciones habida cuenta de la mayoría absoluta con que ha resultado elegido este obispo cuyo lema episcopal, (Veni lumen cordium/ Ven luz de los corazones), remite a la necesaria concordia entre iguales para alcanzar la meta de la justicia social.  Esta era la última oportunidad para Argüello de acceder al cargo de presidente. En mayo cumple los 71 años y, según los nuevos estatutos que entraron en vigor en la Plenaria de 2020, no se podrá elegir a ningún candidato que tenga ya 75 años.  Culto y talentoso, su figura fue habitual en encuentros, reuniones, actos políticos y sociales en favor de los perseguidos y más necesitados, una obsesión de la que ya dio cuenta como presidente de la Comisión Justicia y Paz de Valladolid, pero también desde Cáritas al frente de la ayuda a drogodependientes. El obispo de Lugo, reelegido presidente de Educación y Cultura  El obispo de Lugo, monseñor Alfonso Carrasco Rouco, ha sido reelegido como presidente de la Comisión Episcopal de Educación y Cultura. El nombramiento tuvo lugar en el marco de la 124ª asamblea plenaria que se celebra en Madrid del 4 al 8 de marzo.  Presidirá por cuatro años más la comisión que tiene como finalidad el estudio, coordinación e impulso de los temas de su competencia.  Colabora en el desarrollo de orientaciones y criterios fundamentales en la enseñanza escolar, además de sostener la tarea educativa de profesores de Religión."
6240,a-marina,"Un trabajador sufrió un accidente laboral este martes cuando realizaba una reparación de la cubierta o de la fachada del albergue situado en la localidad de Area, en el concello de Viveiro. El operario realizaba arreglos subido a una escalera, desde la que al parecer cayó al suelo. La caída en altura se produjo hacia las cinco de la tarde, momento en que un particular alertó al 112 de Galicia solicitando asistencia sanitaria para el hombre herido. Un herido leve al colisionar una motocicleta con un cuadriclo en Magazos El accidentado, que fue atendido en el punto por un equipo de Urxencias Médicas del 061, fue trasladado al Hospital da Mariña, ubicado en Burela, para realizarle un reconocimiento más exhaustivo y descartar lesiones de mayor consideración. Una patrulla de la Policía Nacional también acudió hasta el lugar para colaborar en lo que fuese preciso.."
6242,,"Leo que un hombre montó un altercado en un local porque le pusieron cebolla en una hamburguesa cuando no la había pedido y al momento me pongo de su lado. Después me entero de que el alboroto fue muy grande; que incluso hizo falta la presencia policial, y ya no me queda otra que reprochar su actitud. Estoy con él en el fondo, no en la forma. A los no cebollistas nos gustaría dejar de serlo; poder andar por el mundo adelante sin tener que mirar a fondo las cartas, sin recordarle al camarero que no nos la pongan, sin revisar el plato antes de hincarle el diente... pero no podemos, así que lo único que solicitamos es respeto, comprensión, ya que estamos en desventaja. El cebollista puede comer un plato que no la lleve; a nosotros la ecuación contraria no nos funciona. Pero no apostamos por su prohibición... ¡faltaría más!.. cada uno con sus gustos; podemos convivir aunque aquí no exista una tercera vía, aunque solo se pueda jugar al rojo o al negro. Hay tortillas para todos. La vida es demasiado corta como para hacer de esto un problema. Que suenen las guitarras, que las palomas blancas surquen los cielos, que ascienda el humo de las pipas de la paz... pero una cosa les pedimos: no nos enfaden."
6243,gente,"La princesa de Gales asistirá al cumpleaños oficial del rey Carlos III el 8 de junio, el primer compromiso oficial confirmado desde que fue sometida a una operación de abdomen el pasado mes de enero, según informó este martes el ministerio británico de Defensa.  Kate, esposa del príncipe Guillermo, heredero de la Corona británica, estará en el denominado Trooping the Colour, el desfile ceremonial con el que se celebra oficialmente el cumpleaños del jefe de Estado del Reino Unido en el centro de Londres.  La princesa, de 42 años, fue operada en una clínica londinense por una dolencia no revelada y estaba previsto que volviera a los compromisos oficiales después de esta Semana Santa, aunque últimamente se han desatado los rumores sobre su salud ante la ausencia de noticias.  El príncipe de Gales se ausenta de una ceremonia religiosa por ""motivos personales"" Como coronel de la Guardia Irlandesa, la princesa realizará la inspección de esas tropas durante el evento del 8 de junio. Según Defensa, en el desfile ceremonial participarán más de mil soldados de Artillería a caballo real, incluidos 400 músicos.  Kate fue operada en la London Clinic el 17 de enero —un día después de ser hospitalizada— y estuvo ingresada dos semanas, un largo periodo de tiempo que hizo saltar las alarmas en la prensa.  Según informó en su día el Palacio de Kensington, residencia oficial de los príncipes de Gales, Kate no tenía previsto cumplir con ningún compromiso oficial hasta después de Pascua, a finales de este mes.  Ante la ausencia de información, los medios se han preguntado en las últimas semanas por qué la Familia Real no aporta detalles sobre su estado de salud.  Carlos III suspende su actividad tras ser diagnosticado de cáncer El pasado lunes, el portal TMZ divulgó una supuesta instantánea de Kate junto a su madre, Carole Middleton, que sería la primera fotografía de la mujer del príncipe de Gales desde que fue hospitalizada el 16 de enero. En la imagen, se puede ver supuestamente a la princesa con gafas de sol, en el asiento de copiloto de un coche.  El pasado 29 de enero Kate salió del hospital para continuar su recuperación en la vivienda donde reside con su familia en los terrenos del castillo de Windsor, a las afueras de Londres.  La salud del Rey La falta de información sobre Kate, uno de los miembros más populares de la Familia Real, ha contrastado con la decisión del rey Carlos III de comunicar, al mismo tiempo que se anunció la operación de la princesa, que sería sometido a una intervención para tratar un problema de próstata.  A diferencia de Carlos, que fue visto saliendo del hospital —el mismo donde fue operada Kate— junto a la reina Camila, no se pudo ver a la princesa el día que fue dada de alta.  Pocos días después, el Palacio de Buckingham informaba de que en la operación al Rey se le detectó un cáncer y que estaría de baja indefinida en su residencia de Sandringham, al este de Inglaterra, donde la Familia Real británica pasa la Navidad. No obstante, el jefe de Estado fue fotografiado desde entonces en dos ocasiones."
